Gender,Customer,Age,Distance,Wifi,DepartureAndArrivalTimeConvenient,EaseOnlineBooking,GateLocation,FoodDrink,OnlineBoarding,SeatComfort,InflightEntertainment,OnboardService,LegRoom,BaggageHandling,Checkin,InflightService,Cleanliness,DepartureDelayMin,ArrivalDelayMin,Satisfaction
Female,Loyal Customer,49,2465,0,1,0,4,1,2,4,2,2,0,2,3,2,2,9,0.0,satisfied
Female,Loyal Customer,52,454,3,4,4,4,5,4,4,3,3,3,3,2,3,4,8,10.0,neutral or dissatisfied
Male,Loyal Customer,39,594,3,2,2,2,3,3,3,3,4,3,2,3,1,3,0,0.0,satisfied
Male,disloyal Customer,26,308,4,2,4,3,4,4,4,4,1,5,3,2,2,4,4,0.0,neutral or dissatisfied
Male,Loyal Customer,51,429,3,3,3,4,1,3,1,1,2,4,4,1,4,1,17,27.0,neutral or dissatisfied
Female,Loyal Customer,43,306,4,1,1,1,4,2,2,4,4,4,4,5,4,3,9,15.0,satisfied
Female,disloyal Customer,18,484,2,2,2,4,2,5,5,2,2,3,3,5,1,5,132,117.0,neutral or dissatisfied
Male,Loyal Customer,25,612,2,5,5,5,2,2,1,2,3,3,3,3,4,2,0,4.0,neutral or dissatisfied
Male,Loyal Customer,11,541,1,5,1,1,4,1,4,4,4,4,5,3,5,4,0,1.0,neutral or dissatisfied
Male,Loyal Customer,41,967,2,5,2,4,4,2,4,4,5,2,4,4,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,234,3,4,3,1,5,3,3,5,3,3,4,5,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,25,547,5,4,5,1,1,5,2,1,3,4,5,5,3,1,2,0.0,satisfied
Male,Loyal Customer,49,1399,3,5,2,2,3,3,3,3,1,5,3,2,4,3,1,0.0,neutral or dissatisfied
Female,Loyal Customer,55,109,4,3,3,3,4,3,5,4,4,4,4,2,4,5,0,0.0,satisfied
Female,Loyal Customer,31,1175,3,4,3,3,4,3,4,4,4,2,4,5,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,680,1,1,1,3,4,1,4,4,2,2,2,4,3,4,15,0.0,neutral or dissatisfied
Female,Loyal Customer,34,1416,2,3,2,2,2,2,2,2,2,2,2,2,4,2,29,11.0,neutral or dissatisfied
Female,Loyal Customer,51,1214,4,4,4,4,4,3,4,4,4,4,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,41,533,3,4,3,3,4,3,4,4,4,2,4,1,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,402,1,5,1,4,2,4,4,3,3,1,3,3,3,3,9,22.0,neutral or dissatisfied
Female,Loyal Customer,60,534,2,4,2,2,4,5,4,1,1,2,1,5,1,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,697,1,4,4,4,5,3,3,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,370,2,3,3,3,3,2,3,3,1,5,1,4,4,3,0,0.0,satisfied
Female,Loyal Customer,23,1849,5,4,5,4,2,4,2,2,1,3,5,5,5,2,0,19.0,satisfied
Male,Loyal Customer,79,209,2,2,4,2,2,2,2,2,1,2,3,1,3,2,18,22.0,neutral or dissatisfied
Male,Loyal Customer,31,1005,3,4,3,2,5,3,2,5,5,2,5,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,270,2,2,2,3,3,2,3,3,4,4,3,1,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,11,1990,2,2,2,2,2,2,1,2,1,4,4,3,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,20,2475,4,1,4,4,4,4,2,4,2,4,3,2,3,4,31,,neutral or dissatisfied
Male,Loyal Customer,17,228,0,5,0,3,5,0,5,5,5,1,1,5,1,5,0,0.0,satisfied
Male,Loyal Customer,31,2676,5,5,5,5,5,5,5,4,4,4,2,5,4,5,0,24.0,satisfied
Male,Loyal Customer,45,376,4,2,2,2,4,4,4,4,3,4,2,5,4,4,0,4.0,satisfied
Female,Loyal Customer,80,655,4,3,3,3,1,1,3,4,4,4,4,4,4,4,0,0.0,satisfied
Female,disloyal Customer,20,1020,3,3,3,4,1,3,1,1,2,2,3,3,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,28,794,2,5,5,5,2,2,2,2,5,4,3,2,1,2,151,147.0,neutral or dissatisfied
Female,Loyal Customer,38,533,5,5,5,5,5,5,5,5,2,1,1,2,2,5,0,0.0,satisfied
Female,Loyal Customer,50,2446,2,5,2,2,2,3,3,3,4,3,5,3,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,1825,1,5,5,5,1,1,1,1,1,5,3,4,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,30,861,3,3,3,3,5,3,5,5,1,3,3,3,3,5,54,70.0,neutral or dissatisfied
Female,Loyal Customer,63,907,3,1,3,2,5,3,2,5,5,3,3,2,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,349,2,1,1,1,4,4,3,2,2,2,2,3,2,2,2,0.0,neutral or dissatisfied
Female,Loyal Customer,48,1428,1,5,1,2,4,5,5,2,2,1,4,5,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,403,2,4,2,3,4,5,4,2,2,2,2,4,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,70,931,1,3,3,3,2,3,2,1,1,1,1,3,1,2,17,13.0,neutral or dissatisfied
Male,Loyal Customer,7,417,3,4,3,3,4,3,4,4,3,5,4,4,4,4,8,6.0,neutral or dissatisfied
Female,Loyal Customer,11,630,3,5,3,5,4,3,4,4,4,2,5,5,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,70,479,3,2,2,2,4,3,3,3,3,3,3,4,3,3,16,10.0,neutral or dissatisfied
Female,Loyal Customer,68,383,2,5,2,3,5,4,3,4,4,2,4,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,25,850,4,1,2,1,4,4,5,4,3,3,1,4,2,4,0,0.0,satisfied
Female,Loyal Customer,61,327,4,3,1,3,1,4,3,4,4,4,4,3,4,1,3,0.0,satisfied
Female,Loyal Customer,50,1197,2,4,2,5,3,5,4,3,3,2,3,3,3,3,3,0.0,neutral or dissatisfied
Female,Loyal Customer,22,566,3,3,3,3,3,3,2,3,4,3,4,3,3,3,5,3.0,neutral or dissatisfied
Female,Loyal Customer,47,1076,5,1,1,1,2,1,2,5,5,5,5,5,5,4,50,66.0,satisfied
Male,Loyal Customer,10,547,3,3,3,4,2,3,5,2,4,3,4,1,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,979,1,5,1,2,3,1,3,3,5,5,4,4,5,3,67,48.0,neutral or dissatisfied
Female,Loyal Customer,13,842,3,5,3,2,2,3,2,2,4,1,2,3,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,1431,5,4,3,4,5,5,5,5,3,3,2,4,4,5,34,51.0,satisfied
Female,Loyal Customer,22,1747,4,5,5,5,4,4,5,4,5,3,1,4,1,4,4,7.0,satisfied
Female,Loyal Customer,23,1197,4,5,5,5,4,4,5,4,3,2,1,5,2,4,0,0.0,satisfied
Female,Loyal Customer,49,190,5,3,3,3,4,5,1,5,5,5,5,5,5,4,0,0.0,satisfied
Male,Loyal Customer,32,313,3,4,2,3,3,2,1,3,4,2,5,5,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,153,4,2,2,2,3,5,5,4,4,4,4,4,4,5,26,18.0,satisfied
Male,Loyal Customer,28,1182,0,0,0,2,3,0,3,3,3,5,2,5,4,3,31,20.0,satisfied
Male,Loyal Customer,38,526,3,2,5,3,1,5,1,1,4,4,3,2,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,14,639,2,1,5,1,2,2,3,2,3,2,4,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,1399,2,3,2,4,1,2,1,1,4,3,1,5,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,641,3,5,5,5,3,3,3,3,2,4,3,3,4,3,132,121.0,neutral or dissatisfied
Male,Loyal Customer,62,255,2,5,5,5,2,2,2,2,2,2,3,1,2,2,8,6.0,neutral or dissatisfied
Male,Loyal Customer,64,867,4,3,3,3,4,4,4,4,4,1,3,2,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,1437,5,5,5,2,4,5,4,4,5,4,4,5,4,4,0,0.0,satisfied
Female,Loyal Customer,13,2556,2,2,2,4,1,2,1,1,2,2,3,4,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,370,1,4,1,2,4,1,4,4,4,2,4,5,5,4,3,6.0,neutral or dissatisfied
Female,Loyal Customer,53,851,1,3,3,3,5,3,4,2,2,1,2,3,2,4,17,9.0,neutral or dissatisfied
Female,Loyal Customer,28,1091,5,2,2,2,5,5,5,5,3,4,5,4,3,5,0,0.0,satisfied
Male,Loyal Customer,34,209,3,2,0,3,3,0,3,3,1,1,2,3,2,3,5,7.0,neutral or dissatisfied
Female,Loyal Customer,35,1127,2,4,5,4,2,2,2,2,1,4,2,4,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,181,2,5,2,2,5,2,2,5,1,1,4,4,5,5,0,11.0,neutral or dissatisfied
Female,disloyal Customer,25,190,2,4,2,1,4,2,5,4,3,1,2,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,447,3,4,3,5,4,3,4,4,5,2,5,5,5,4,68,120.0,neutral or dissatisfied
Female,Loyal Customer,47,134,3,3,3,3,4,2,3,3,3,3,3,3,3,2,13,7.0,neutral or dissatisfied
Male,Loyal Customer,37,1246,1,2,3,2,1,1,1,1,2,5,4,4,4,1,0,6.0,neutral or dissatisfied
Female,Loyal Customer,37,191,5,4,4,4,5,5,5,5,4,2,1,5,4,5,4,3.0,satisfied
Female,Loyal Customer,7,862,3,4,3,3,1,3,1,1,4,4,4,4,5,1,21,29.0,neutral or dissatisfied
Female,Loyal Customer,43,1399,2,5,2,3,3,5,5,1,1,2,1,5,1,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,22,387,5,1,1,1,5,5,3,5,2,4,5,2,3,5,0,0.0,satisfied
Female,Loyal Customer,19,159,3,4,4,4,3,3,3,3,3,5,4,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,912,3,5,3,1,3,3,3,3,3,2,1,1,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,2586,1,5,5,5,1,1,1,2,2,4,3,1,2,1,7,18.0,neutral or dissatisfied
Male,Loyal Customer,66,364,5,5,5,5,5,5,5,5,4,2,1,1,1,5,0,0.0,satisfied
Male,Loyal Customer,37,417,2,5,5,5,2,2,2,2,3,4,3,4,4,2,7,14.0,neutral or dissatisfied
Female,Loyal Customer,29,1096,3,3,3,3,5,3,5,5,3,2,3,2,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,250,3,2,2,2,3,3,3,3,2,3,4,2,2,3,0,0.0,satisfied
Female,disloyal Customer,58,337,4,3,3,2,3,4,3,3,2,3,3,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,1075,1,2,1,2,4,1,4,4,3,1,2,3,2,4,17,0.0,neutral or dissatisfied
Male,Loyal Customer,49,852,5,2,2,2,5,5,5,5,4,2,2,3,1,5,0,2.0,satisfied
Male,Loyal Customer,33,869,2,5,4,5,2,2,2,2,1,2,3,2,3,2,40,28.0,neutral or dissatisfied
Male,Loyal Customer,74,432,3,2,3,2,3,3,3,3,1,4,4,1,4,3,13,12.0,neutral or dissatisfied
Male,Loyal Customer,33,834,2,3,3,3,2,2,2,2,3,1,2,1,3,2,0,4.0,neutral or dissatisfied
Male,Loyal Customer,33,628,5,5,5,5,5,5,5,5,4,5,5,2,1,5,0,0.0,satisfied
Male,Loyal Customer,53,481,2,4,2,4,1,2,1,1,1,4,4,1,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,867,1,3,3,3,1,1,1,1,1,1,3,1,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,641,3,1,1,1,3,3,4,3,1,3,4,3,4,3,47,33.0,neutral or dissatisfied
Female,Loyal Customer,68,1211,4,2,4,3,1,2,4,3,3,4,3,4,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,66,143,1,5,1,2,1,1,1,1,5,3,3,2,2,1,71,54.0,neutral or dissatisfied
Male,Loyal Customer,45,1035,5,2,2,2,5,5,5,2,2,3,4,5,4,5,197,174.0,satisfied
Male,Loyal Customer,55,2417,3,1,2,1,3,3,3,1,2,1,3,3,2,3,0,4.0,neutral or dissatisfied
Male,Loyal Customer,41,562,4,5,5,5,4,4,4,4,2,3,5,1,2,4,62,46.0,satisfied
Male,Loyal Customer,24,488,5,5,5,5,5,5,4,5,3,3,3,1,3,5,0,0.0,satisfied
Female,Loyal Customer,47,260,4,1,4,4,5,4,3,4,4,4,4,3,4,3,0,9.0,satisfied
Female,Loyal Customer,29,1532,2,5,2,3,3,2,3,3,4,3,3,5,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,7,990,3,5,3,4,5,3,5,5,3,4,4,5,4,5,11,0.0,neutral or dissatisfied
Female,Loyal Customer,40,544,1,3,5,3,2,5,2,2,3,4,3,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,28,528,0,0,0,1,2,0,2,2,2,2,5,1,1,2,0,0.0,satisfied
Male,Loyal Customer,24,1182,4,1,5,1,4,4,5,4,5,1,5,4,3,4,0,0.0,satisfied
Male,Loyal Customer,52,1532,2,3,4,3,2,2,2,2,3,4,3,1,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,488,2,3,3,3,2,2,2,2,4,4,1,2,4,2,0,0.0,satisfied
Female,Loyal Customer,73,334,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,1721,3,5,5,5,3,3,3,3,3,5,4,4,3,3,24,15.0,neutral or dissatisfied
Male,Loyal Customer,69,337,1,4,1,3,3,1,1,3,5,4,5,4,5,3,0,8.0,neutral or dissatisfied
Female,Loyal Customer,12,283,1,5,1,2,3,1,3,3,5,2,4,3,5,3,79,71.0,neutral or dissatisfied
Male,Loyal Customer,15,474,1,3,1,3,4,1,4,4,4,5,3,2,3,4,34,50.0,neutral or dissatisfied
Female,Loyal Customer,49,2419,4,4,4,4,5,3,1,4,4,4,4,5,4,3,0,0.0,satisfied
Female,Loyal Customer,57,397,3,5,5,5,1,3,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,52,590,2,1,1,4,3,2,1,3,3,2,3,3,3,3,49,68.0,neutral or dissatisfied
Female,Loyal Customer,10,264,4,4,0,4,1,0,2,1,2,1,4,3,4,1,0,0.0,satisfied
Male,Loyal Customer,64,143,4,4,4,4,4,4,4,4,2,4,1,2,5,4,0,0.0,satisfied
Male,Loyal Customer,27,1013,2,2,2,4,3,2,3,3,3,4,3,1,3,3,0,7.0,neutral or dissatisfied
Female,Loyal Customer,64,1744,1,2,2,2,3,3,4,1,1,1,1,3,1,3,0,9.0,neutral or dissatisfied
Female,disloyal Customer,29,214,2,2,2,3,3,2,5,3,1,4,4,2,3,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,65,133,2,2,2,3,4,2,5,4,3,4,3,2,3,4,14,15.0,neutral or dissatisfied
Male,Loyal Customer,22,2611,4,4,4,4,4,4,5,4,5,4,4,4,3,4,0,0.0,satisfied
Female,Loyal Customer,10,872,2,2,2,2,5,2,1,5,3,4,4,3,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,10,334,1,4,1,3,1,1,1,1,4,2,5,5,4,1,11,19.0,neutral or dissatisfied
Male,Loyal Customer,32,909,4,2,2,2,4,4,4,4,5,1,5,5,3,4,0,0.0,satisfied
Female,Loyal Customer,70,345,2,5,2,2,2,4,4,5,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,1671,4,2,4,3,4,4,3,4,4,3,2,4,4,4,0,9.0,neutral or dissatisfied
Female,Loyal Customer,43,1197,3,1,3,1,5,3,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,588,3,4,3,1,5,3,5,5,5,5,4,4,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,38,542,4,4,4,4,4,5,4,4,2,2,1,1,1,4,45,34.0,satisfied
Male,disloyal Customer,36,533,2,2,2,3,2,2,2,2,2,5,4,4,4,2,36,35.0,neutral or dissatisfied
Male,Loyal Customer,17,370,3,3,3,3,3,3,4,3,1,2,3,4,3,3,12,14.0,neutral or dissatisfied
Male,Loyal Customer,50,1199,2,5,5,5,2,2,2,2,3,5,3,3,3,2,84,66.0,neutral or dissatisfied
Male,Loyal Customer,60,738,3,1,1,1,3,3,3,3,4,1,4,1,3,3,44,36.0,neutral or dissatisfied
Female,Loyal Customer,41,746,3,5,3,4,5,3,3,3,3,3,3,5,3,4,4,28.0,neutral or dissatisfied
Female,Loyal Customer,48,964,3,1,1,1,2,3,3,2,2,3,2,3,2,3,34,19.0,satisfied
Female,Loyal Customer,67,590,1,5,1,5,5,5,4,3,3,1,3,5,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,1065,4,2,2,2,4,4,4,4,4,2,2,2,1,4,63,66.0,satisfied
Female,Loyal Customer,32,692,3,5,3,2,3,3,3,3,5,5,5,5,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,448,5,5,4,5,5,4,2,5,5,5,5,4,5,4,7,1.0,satisfied
Male,Loyal Customer,56,842,2,3,2,5,3,2,3,3,1,5,5,5,5,3,16,9.0,neutral or dissatisfied
Male,Loyal Customer,57,738,3,4,3,1,2,3,2,2,5,3,5,4,5,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,39,67,2,2,2,3,4,2,5,4,5,2,2,1,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,240,3,4,0,1,4,4,4,4,4,0,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,2402,5,1,5,1,5,5,5,5,2,3,5,1,4,5,0,0.0,satisfied
Female,Loyal Customer,15,349,2,5,2,3,2,2,2,2,3,5,5,4,4,2,60,75.0,neutral or dissatisfied
Male,Loyal Customer,42,789,5,5,2,5,5,5,5,4,1,1,5,5,1,5,151,127.0,satisfied
Female,Loyal Customer,38,1416,5,3,3,3,5,5,5,5,2,4,2,5,4,5,7,3.0,satisfied
Male,Loyal Customer,47,201,2,2,2,3,1,2,1,1,1,1,4,3,4,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,38,83,1,2,2,4,5,2,5,5,1,4,5,5,1,5,5,11.0,neutral or dissatisfied
Male,Loyal Customer,57,429,4,2,2,2,4,4,4,4,4,4,2,3,4,4,2,0.0,satisfied
Female,Loyal Customer,28,2845,4,1,4,4,1,4,1,1,4,5,3,4,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,196,2,4,2,2,4,4,5,3,3,2,3,3,3,4,39,33.0,neutral or dissatisfied
Male,Loyal Customer,70,907,3,2,2,2,3,3,3,3,2,1,3,1,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,413,1,4,1,3,3,1,3,3,3,4,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,200,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0,0.0,satisfied
Female,Loyal Customer,38,266,4,5,5,5,4,4,4,4,3,4,5,4,5,4,0,9.0,satisfied
Male,Loyal Customer,41,305,5,4,4,4,5,5,5,5,2,5,4,3,4,5,2,0.0,satisfied
Male,Loyal Customer,60,861,3,4,4,4,3,3,3,3,1,3,4,3,2,3,225,207.0,neutral or dissatisfied
Female,Loyal Customer,35,566,1,3,3,3,1,1,1,1,4,2,3,1,4,1,90,78.0,neutral or dissatisfied
Male,Loyal Customer,67,134,2,5,2,2,1,2,1,1,4,5,2,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,1325,2,5,2,1,1,2,1,1,3,5,4,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,251,4,5,5,5,5,4,5,5,2,2,4,1,4,5,59,56.0,neutral or dissatisfied
Male,Loyal Customer,36,387,4,2,2,2,4,4,4,4,5,4,3,4,1,4,0,0.0,satisfied
Male,Loyal Customer,28,2218,4,2,4,4,1,4,1,1,3,3,4,2,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,1547,1,4,1,1,4,4,5,2,2,1,2,5,2,5,3,2.0,neutral or dissatisfied
Male,Loyal Customer,66,951,3,2,3,3,4,3,4,4,3,4,3,4,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,31,925,1,1,1,3,2,1,2,2,4,2,2,2,2,2,46,23.0,neutral or dissatisfied
Female,Loyal Customer,32,1426,5,2,3,3,5,5,5,5,2,3,5,1,1,5,25,60.0,satisfied
Female,Loyal Customer,49,657,1,5,1,3,2,4,4,2,2,1,2,3,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,296,4,4,4,4,4,4,4,4,5,3,2,2,5,4,1,0.0,satisfied
Female,Loyal Customer,16,515,2,1,5,1,2,2,2,2,1,5,4,2,4,2,8,4.0,neutral or dissatisfied
Female,Loyal Customer,72,319,2,1,1,1,3,3,3,2,2,2,2,3,2,1,52,43.0,neutral or dissatisfied
Female,Loyal Customer,43,261,2,3,2,2,3,3,4,5,5,2,5,1,5,2,1,5.0,neutral or dissatisfied
Female,disloyal Customer,36,986,2,2,2,4,5,2,5,5,4,5,4,1,4,5,0,7.0,neutral or dissatisfied
Female,disloyal Customer,27,328,5,5,5,2,3,5,3,3,3,4,3,1,4,3,0,0.0,satisfied
Female,Loyal Customer,56,546,2,4,2,5,3,5,4,3,3,2,4,3,3,1,0,5.0,neutral or dissatisfied
Female,disloyal Customer,25,701,4,3,4,3,2,4,2,2,1,1,3,4,3,2,0,0.0,satisfied
Male,Loyal Customer,20,1067,2,4,2,2,3,2,3,3,3,3,4,4,4,3,0,1.0,neutral or dissatisfied
Male,Loyal Customer,35,644,4,5,4,4,1,4,1,1,5,2,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,67,5,3,3,3,5,5,5,5,5,5,3,4,5,5,42,41.0,satisfied
Male,Loyal Customer,42,1216,4,4,4,4,4,4,4,4,2,4,5,3,1,4,0,1.0,satisfied
Female,disloyal Customer,30,651,1,1,1,3,4,1,4,4,2,4,4,2,4,4,33,16.0,neutral or dissatisfied
Male,Loyal Customer,30,602,3,3,3,2,5,3,5,5,4,4,5,5,5,5,27,21.0,neutral or dissatisfied
Female,Loyal Customer,46,300,1,4,1,4,3,4,3,4,4,1,4,4,4,1,4,0.0,neutral or dissatisfied
Female,Loyal Customer,35,187,1,4,0,3,3,0,3,3,5,3,5,4,5,3,0,3.0,neutral or dissatisfied
Male,Loyal Customer,11,509,3,4,3,5,5,3,5,5,4,5,5,4,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,34,337,3,5,5,5,3,3,3,3,4,4,4,2,3,3,1,0.0,neutral or dissatisfied
Female,disloyal Customer,48,646,2,1,1,3,4,2,4,4,2,3,3,1,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,1208,2,4,4,4,2,2,2,2,1,1,4,4,3,2,3,17.0,neutral or dissatisfied
Male,Loyal Customer,34,607,3,4,3,1,5,3,5,5,3,2,4,3,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,2611,2,1,2,4,2,3,3,2,5,3,3,3,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,328,4,2,4,4,4,4,4,4,2,4,1,2,5,4,0,0.0,satisfied
Female,Loyal Customer,47,1521,4,2,2,2,1,4,4,4,4,4,4,4,4,1,0,5.0,satisfied
Male,Loyal Customer,39,376,3,2,1,2,3,3,3,3,4,3,3,3,2,3,1,0.0,neutral or dissatisfied
Male,Loyal Customer,50,1912,1,4,4,4,1,1,1,1,2,2,4,1,4,1,5,37.0,neutral or dissatisfied
Male,Loyal Customer,60,808,2,5,2,3,4,2,4,4,1,1,1,1,5,4,3,0.0,neutral or dissatisfied
Female,Loyal Customer,23,468,1,1,2,1,1,1,3,1,2,2,4,2,3,1,16,12.0,neutral or dissatisfied
Female,Loyal Customer,54,907,4,1,1,1,4,3,2,4,4,4,4,1,4,4,42,40.0,neutral or dissatisfied
Male,Loyal Customer,24,214,2,3,2,3,4,2,4,4,4,3,4,4,3,4,0,6.0,neutral or dissatisfied
Female,Loyal Customer,18,431,3,5,3,1,2,3,4,2,3,2,4,5,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,429,2,2,2,2,2,3,4,2,2,2,2,2,2,4,21,18.0,neutral or dissatisfied
Male,Loyal Customer,55,522,2,5,2,5,4,2,4,4,2,2,1,1,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,28,391,2,5,2,4,3,2,3,3,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,106,2,5,5,5,1,4,4,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,452,2,5,2,3,4,1,1,5,5,2,5,2,5,5,4,0.0,neutral or dissatisfied
Female,Loyal Customer,24,166,3,5,3,3,1,3,1,1,3,3,5,5,5,1,5,4.0,neutral or dissatisfied
Female,Loyal Customer,69,590,3,4,3,2,5,4,5,3,3,3,1,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,66,323,4,4,4,4,5,4,5,5,2,5,4,2,3,5,0,6.0,satisfied
Female,Loyal Customer,61,399,2,4,5,4,3,3,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,62,1237,3,4,3,3,1,3,1,1,3,2,4,3,5,1,0,3.0,neutral or dissatisfied
Female,Loyal Customer,30,760,4,1,1,1,4,3,4,4,2,4,4,2,3,4,8,12.0,neutral or dissatisfied
Female,Loyal Customer,11,650,2,1,2,2,3,2,3,3,4,1,2,4,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,545,4,3,4,1,4,3,5,1,1,4,1,4,1,1,0,40.0,neutral or dissatisfied
Female,Loyal Customer,68,469,3,4,3,5,3,4,4,5,5,3,5,4,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,19,1012,3,1,3,4,2,3,2,2,1,1,3,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,44,667,4,4,5,3,5,4,5,3,3,5,3,3,3,3,7,0.0,neutral or dissatisfied
Female,Loyal Customer,33,1749,2,3,3,3,2,2,2,2,3,2,4,2,4,2,47,32.0,neutral or dissatisfied
Female,Loyal Customer,46,692,1,5,0,4,5,5,4,1,1,0,1,5,1,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,17,577,3,4,4,4,3,3,2,3,4,2,3,4,3,3,10,4.0,neutral or dissatisfied
Male,Loyal Customer,40,228,4,2,2,2,4,4,4,4,3,2,3,5,4,4,0,0.0,satisfied
Male,Loyal Customer,54,612,5,3,3,3,5,5,5,5,2,1,5,1,5,5,0,4.0,satisfied
Female,Loyal Customer,47,409,3,3,3,3,5,3,1,3,3,3,3,1,3,5,15,5.0,satisfied
Male,Loyal Customer,21,304,3,3,3,1,1,3,1,1,2,1,5,2,5,1,1,0.0,neutral or dissatisfied
Male,disloyal Customer,38,613,1,1,1,2,1,1,1,1,2,3,5,2,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,17,152,3,5,3,4,5,3,5,5,3,5,5,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,20,620,5,1,3,1,5,5,5,5,1,4,3,3,2,5,0,0.0,satisfied
